accident_index,vehicle_reference,casualty_type,accident_year,accident_reference,longitude,latitude,accident_severity,number_of_casualties,date,local_authority_district,local_authority_ons_district,lsoa_of_accident_location,user_type,quarter,year_quarter
2019010188272,2,1,2019,10188272,-0.088508,51.527235,3,1,2019-06-19,3,E09000019,E01002701,Cyclist,2,2019_Q2
2019010188271,1,1,2019,10188271,-0.033123,51.544834,3,1,2019-06-19,4,E09000012,E01001849,Cyclist,2,2019_Q2
2019010188290,1,1,2019,10188290,-0.087436,51.506021,2,1,2019-06-19,8,E09000028,E01004027,Cyclist,2,2019_Q2
2019010188289,1,0,2019,10188289,-0.221214,51.522775,2,1,2019-06-19,12,E09000020,E01002906,Pedestrian,2,2019_Q2
2019010188355,1,0,2019,10188355,0.214003,51.592923,1,1,2019-06-19,15,E09000016,E01002293,Pedestrian,2,2019_Q2
2019010188358,1,0,2019,10188358,-0.117025,51.525466,3,1,2019-06-19,2,E09000007,E01000936,Pedestrian,2,2019_Q2
2019010188251,1,0,2019,10188251,-0.117211,51.559029,3,1,2019-06-19,3,E09000019,E01002731,Pedestrian,2,2019_Q2
2019010188411,1,0,2019,10188411,-0.227881,51.582686,3,1,2019-06-19,30,E09000003,E01000310,Pedestrian,2,2019_Q2
2019010188415,1,1,2019,10188415,-0.105788,51.519727,2,1,2019-06-19,2,E09000007,E01000916,Cyclist,2,2019_Q2
2019010188539,1,0,2019,10188539,-0.170268,51.519968,2,1,2019-06-19,1,E09000033,E01004702,Pedestrian,2,2019_Q2
2019010188573,1,1,2019,10188573,-0.11898,51.558105,3,1,2019-06-19,3,E09000019,E01002731,Cyclist,2,2019_Q2
2019010188659,2,1,2019,10188659,-0.178036,51.511331,3,1,2019-06-19,1,E09000033,E01004694,Cyclist,2,2019_Q2
2019010188712,1,0,2019,10188712,-0.116068,51.502897,3,1,2019-06-19,9,E09000022,E01032582,Pedestrian,2,2019_Q2
2019010188324,2,1,2019,10188324,-0.111406,51.53408,3,1,2019-06-19,3,E09000019,E01002695,Cyclist,2,2019_Q2
2019010188250,1,0,2019,10188250,-0.055213,51.545976,2,1,2019-06-19,4,E09000012,E01001762,Pedestrian,2,2019_Q2
2019010188288,1,0,2019,10188288,-0.157873,51.502805,3,1,2019-06-19,1,E09000033,E01004691,Pedestrian,2,2019_Q2
2019010188217,1,1,2019,10188217,-0.273755,51.507976,3,1,2019-06-19,27,E09000009,E01001351,Cyclist,2,2019_Q2
2019010188218,1,0,2019,10188218,0.239093,51.608715,2,1,2019-06-19,15,E09000016,E01002279,Pedestrian,2,2019_Q2
2019010189225,1,0,2019,10189225,-0.124163,51.412712,3,1,2019-06-19,20,E09000008,E01001085,Pedestrian,2,2019_Q2
2019010189097,1,1,2019,10189097,-0.127838,51.507186,2,1,2019-06-19,1,E09000033,E01004736,Cyclist,2,2019_Q2
2019010189094,1,1,2019,10189094,-0.064121,51.511115,3,1,2019-06-19,5,E09000030,E01004295,Cyclist,2,2019_Q2
2019010190997,1,0,2019,10190997,-0.400742,51.550232,3,1,2019-06-19,26,E09000017,E01002499,Pedestrian,2,2019_Q2
2019010188192,1,1,2019,10188192,-0.211284,51.453902,3,1,2019-06-19,10,E09000032,E01004503,Cyclist,2,2019_Q2
2019010188198,2,1,2019,10188198,-0.194121,51.458783,3,1,2019-06-19,10,E09000032,E01004509,Cyclist,2,2019_Q2
2019010188879,2,1,2019,10188879,-0.129502,51.488723,3,1,2019-06-19,1,E09000033,E01004745,Cyclist,2,2019_Q2
2019010188199,1,1,2019,10188199,-0.164141,51.52106,3,1,2019-06-19,1,E09000033,E01004661,Cyclist,2,2019_Q2
2019010190934,1,0,2019,10190934,-0.073903,51.5573,3,1,2019-06-19,4,E09000012,E01001832,Pedestrian,2,2019_Q2
2019010188206,1,0,2019,10188206,0.013756,51.570136,3,1,2019-06-19,13,E09000031,E01004436,Pedestrian,2,2019_Q2
2019010190962,1,1,2019,10190962,-0.06972,51.51502,3,1,2019-06-19,5,E09000030,E01004325,Cyclist,2,2019_Q2
2019010188525,1,0,2019,10188525,-0.055283,51.631586,3,1,2019-06-20,32,E09000010,E01001479,Pedestrian,2,2019_Q2
2019010188536,1,0,2019,10188536,-0.209883,51.518385,2,1,2019-06-20,12,E09000020,E01002856,Pedestrian,2,2019_Q2
2019010188511,1,1,2019,10188511,0.00346,51.564062,3,1,2019-06-20,13,E09000031,E01004371,Cyclist,2,2019_Q2
2019010188508,1,0,2019,10188508,-0.131306,51.567483,2,1,2019-06-20,3,E09000019,E01002772,Pedestrian,2,2019_Q2
2019010188530,2,1,2019,10188530,-0.124839,51.494593,3,1,2019-06-20,1,E09000033,E01004745,Cyclist,2,2019_Q2
2019010188551,1,0,2019,10188551,-0.331394,51.449225,3,1,2019-06-20,24,E09000027,E01003897,Pedestrian,2,2019_Q2
2019010188578,1,0,2019,10188578,-0.0688,51.536426,2,1,2019-06-20,4,E09000012,E01001820,Pedestrian,2,2019_Q2
2019010188566,2,1,2019,10188566,-0.134039,51.490837,3,1,2019-06-20,1,E09000033,E01004741,Cyclist,2,2019_Q2
2019010188572,2,1,2019,10188572,0.250519,51.595888,2,1,2019-06-20,15,E09000016,E01002296,Cyclist,2,2019_Q2
2019010192520,1,0,2019,10192520,-0.106061,51.620808,3,1,2019-06-20,32,E09000010,E01001498,Pedestrian,2,2019_Q2
2019010188489,2,1,2019,10188489,-0.105412,51.522194,2,1,2019-06-20,3,E09000019,E01002724,Cyclist,2,2019_Q2
2019010188581,2,1,2019,10188581,-0.071673,51.614474,3,1,2019-06-20,32,E09000010,E01032574,Cyclist,2,2019_Q2
2019010188601,2,1,2019,10188601,-0.349389,51.538802,3,1,2019-06-20,27,E09000009,E01001272,Cyclist,2,2019_Q2
2019010188605,1,0,2019,10188605,-0.129969,51.464972,3,1,2019-06-20,9,E09000022,E01003090,Pedestrian,2,2019_Q2
2019010188657,2,1,2019,10188657,-0.125878,51.499106,2,1,2019-06-20,1,E09000033,E01004733,Cyclist,2,2019_Q2
2019010188662,1,1,2019,10188662,-0.153843,51.518362,3,2,2019-06-20,1,E09000033,E01004714,Cyclist,2,2019_Q2
2019010188561,1,1,2019,10188561,-0.107344,51.54441,3,1,2019-06-20,3,E09000019,E01002790,Cyclist,2,2019_Q2
2019010188470,2,1,2019,10188470,0.092225,51.465021,2,1,2019-06-20,18,E09000004,E01000399,Cyclist,2,2019_Q2
2019010188531,2,1,2019,10188531,0.086593,51.489267,3,1,2019-06-20,6,E09000011,E01001673,Cyclist,2,2019_Q2
2019010188467,1,0,2019,10188467,-0.012775,51.458385,2,1,2019-06-20,7,E09000023,E01033327,Pedestrian,2,2019_Q2
2019010189439,1,1,2019,10189439,-0.344954,51.473814,2,1,2019-06-20,25,E09000018,E01002643,Cyclist,2,2019_Q2
2019010189228,1,0,2019,10189228,-0.054891,51.56437,2,1,2019-06-20,4,E09000012,E01001828,Pedestrian,2,2019_Q2
2019010188356,1,1,2019,10188356,-0.066065,51.609796,2,1,2019-06-20,32,E09000010,E01001555,Cyclist,2,2019_Q2
2019010188376,2,1,2019,10188376,-0.063065,51.534982,3,1,2019-06-20,4,E09000012,E01001775,Cyclist,2,2019_Q2
2019010188386,2,1,2019,10188386,0.077518,51.545022,3,1,2019-06-20,14,E09000026,E01003734,Cyclist,2,2019_Q2
2019010188397,1,0,2019,10188397,-0.109259,51.616858,3,1,2019-06-20,32,E09000010,E01001501,Pedestrian,2,2019_Q2
2019010188399,1,0,2019,10188399,0.003898,51.593397,3,1,2019-06-20,13,E09000031,E01004378,Pedestrian,2,2019_Q2
2019010188391,1,0,2019,10188391,-0.077328,51.401027,3,1,2019-06-20,20,E09000008,E01001142,Pedestrian,2,2019_Q2
2019010188465,1,0,2019,10188465,-0.201099,51.45229,3,1,2019-06-20,10,E09000032,E01004504,Pedestrian,2,2019_Q2
2019010188405,2,1,2019,10188405,0.115944,51.573085,3,1,2019-06-20,14,E09000026,E01003770,Cyclist,2,2019_Q2
2019010188431,1,0,2019,10188431,-0.024176,51.582579,3,2,2019-06-20,13,E09000031,E01004397,Pedestrian,2,2019_Q2
2019010188438,2,1,2019,10188438,-0.069098,51.59481,3,1,2019-06-20,31,E09000014,E01002077,Cyclist,2,2019_Q2
2019010188458,2,1,2019,10188458,-0.282349,51.463355,2,1,2019-06-20,24,E09000027,E01003859,Cyclist,2,2019_Q2
2019010188401,2,1,2019,10188401,-0.076495,51.574186,3,1,2019-06-20,4,E09000012,E01001807,Cyclist,2,2019_Q2
2019010188735,2,1,2019,10188735,-0.118445,51.401739,3,1,2019-06-21,20,E09000008,E01000995,Cyclist,2,2019_Q2
2019010188751,2,1,2019,10188751,-0.270645,51.464118,3,1,2019-06-21,24,E09000027,E01003804,Cyclist,2,2019_Q2
2019010188688,1,1,2019,10188688,-0.104593,51.484277,3,1,2019-06-21,8,E09000028,E01003999,Cyclist,2,2019_Q2
2019010188695,2,1,2019,10188695,-0.276775,51.469154,3,1,2019-06-21,24,E09000027,E01033570,Cyclist,2,2019_Q2
2019010188698,1,1,2019,10188698,-0.214463,51.466118,3,1,2019-06-21,10,E09000032,E01004608,Cyclist,2,2019_Q2
2019010188702,1,0,2019,10188702,-0.143792,51.321073,2,1,2019-06-21,20,E09000008,E01001024,Pedestrian,2,2019_Q2
2019010188714,3,0,2019,10188714,-0.430369,51.608399,2,1,2019-06-21,26,E09000017,E01002472,Pedestrian,2,2019_Q2
2019010198033,1,1,2019,10198033,-0.130711,51.425281,3,1,2019-06-21,9,E09000022,E01003150,Cyclist,2,2019_Q2
2019010188707,1,1,2019,10188707,0.204254,51.564787,3,1,2019-06-21,15,E09000016,E01002321,Cyclist,2,2019_Q2
2019010188670,1,1,2019,10188670,0.000432,51.540104,3,1,2019-06-21,17,E09000025,E01003619,Cyclist,2,2019_Q2
2019010188727,2,1,2019,10188727,-0.181337,51.592683,3,1,2019-06-21,30,E09000003,E01000210,Cyclist,2,2019_Q2
2019010188708,1,1,2019,10188708,-0.21783,51.480603,3,1,2019-06-21,11,E09000013,E01001917,Cyclist,2,2019_Q2
2019010188870,1,0,2019,10188870,-0.12905,51.513464,3,1,2019-06-21,1,E09000033,E01000919,Pedestrian,2,2019_Q2
2019010188705,1,1,2019,10188705,-0.076657,51.495099,3,1,2019-06-21,8,E09000028,E01003978,Cyclist,2,2019_Q2
2019010188667,1,1,2019,10188667,-0.01298,51.457642,3,1,2019-06-21,7,E09000023,E01033341,Cyclist,2,2019_Q2
2019010188639,1,0,2019,10188639,-0.105413,51.466925,3,1,2019-06-21,9,E09000022,E01003048,Pedestrian,2,2019_Q2
2019010188749,1,0,2019,10188749,-0.072345,51.58258,2,1,2019-06-21,31,E09000014,E01002072,Pedestrian,2,2019_Q2
2019010192483,1,1,2019,10192483,-0.092303,51.381461,2,1,2019-06-21,20,E09000008,E01001048,Cyclist,2,2019_Q2
2019010189304,1,1,2019,10189304,-0.104531,51.505211,2,1,2019-06-21,8,E09000028,E01003934,Cyclist,2,2019_Q2
2019010188655,1,0,2019,10188655,-0.046543,51.460823,3,1,2019-06-21,8,E09000028,E01004002,Pedestrian,2,2019_Q2
2019010188645,1,0,2019,10188645,-0.055653,51.47915,3,1,2019-06-21,8,E09000028,E01003984,Pedestrian,2,2019_Q2
2019010188774,1,0,2019,10188774,-0.158485,51.498346,3,1,2019-06-21,12,E09000020,E01002818,Pedestrian,2,2019_Q2
2019010188637,1,1,2019,10188637,-0.126965,51.51371,3,1,2019-06-21,2,E09000007,E01000919,Cyclist,2,2019_Q2
2019010188629,1,1,2019,10188629,-0.143103,51.444291,3,1,2019-06-21,9,E09000022,E01003157,Cyclist,2,2019_Q2
2019010188593,1,0,2019,10188593,-0.299921,51.46505,2,1,2019-06-21,24,E09000027,E01003860,Pedestrian,2,2019_Q2
2019010188784,1,0,2019,10188784,0.054218,51.532986,3,1,2019-06-21,17,E09000025,E01003525,Pedestrian,2,2019_Q2
2019010188756,1,0,2019,10188756,-0.114358,51.505585,3,1,2019-06-21,9,E09000022,E01003016,Pedestrian,2,2019_Q2
2019010188974,1,0,2019,10188974,0.100495,51.539739,3,1,2019-06-21,16,E09000002,E01000071,Pedestrian,2,2019_Q2
2019010191036,1,1,2019,10191036,-0.367207,51.565947,3,1,2019-06-21,29,E09000015,E01002212,Cyclist,2,2019_Q2
2019010188768,2,1,2019,10188768,-0.347093,51.535299,3,1,2019-06-21,27,E09000009,E01001267,Cyclist,2,2019_Q2
2019010188753,1,0,2019,10188753,-0.058484,51.600633,3,1,2019-06-21,31,E09000014,E01002040,Pedestrian,2,2019_Q2
2019010188748,3,1,2019,10188748,0.03679,51.452958,2,1,2019-06-21,6,E09000011,E01001620,Cyclist,2,2019_Q2
2019010188840,1,0,2019,10188840,-0.175992,51.511622,3,3,2019-06-22,1,E09000033,E01004682,Pedestrian,2,2019_Q2
2019010188835,2,1,2019,10188835,-0.163355,51.499771,2,1,2019-06-22,12,E09000020,E01002819,Cyclist,2,2019_Q2
2019010195298,1,0,2019,10195298,-0.127067,51.507344,1,1,2019-06-22,1,E09000033,E01004736,Pedestrian,2,2019_Q2
2019010189107,1,1,2019,10189107,-0.11241,51.48193,3,1,2019-06-22,9,E09000022,E01003099,Cyclist,2,2019_Q2
2019010188829,1,0,2019,10188829,0.010364,51.516777,3,1,2019-06-22,17,E09000025,E01003503,Pedestrian,2,2019_Q2
2019010189250,1,0,2019,10189250,-0.067173,51.393962,3,1,2019-06-22,20,E09000008,E01001191,Pedestrian,2,2019_Q2
2019010188794,1,1,2019,10188794,-0.066924,51.467717,3,1,2019-06-22,8,E09000028,E01004062,Cyclist,2,2019_Q2
2019010189012,1,0,2019,10189012,-0.095758,51.377506,3,1,2019-06-22,20,E09000008,E01001045,Pedestrian,2,2019_Q2
2019010188809,1,0,2019,10188809,-0.175746,51.526807,3,1,2019-06-22,1,E09000033,E01004728,Pedestrian,2,2019_Q2
2019010188982,2,1,2019,10188982,-0.182568,51.414028,2,1,2019-06-22,22,E09000024,E01003367,Cyclist,2,2019_Q2
2019010188963,2,1,2019,10188963,0.04976,51.458775,3,1,2019-06-22,6,E09000011,E01001607,Cyclist,2,2019_Q2
2019010188955,2,1,2019,10188955,-0.078316,51.474146,2,1,2019-06-22,8,E09000028,E01004066,Cyclist,2,2019_Q2
2019010188947,2,1,2019,10188947,-0.264932,51.541802,3,1,2019-06-22,28,E09000005,E01033456,Cyclist,2,2019_Q2
2019010188945,2,1,2019,10188945,-0.152335,51.563068,2,1,2019-06-22,2,E09000007,E01000909,Cyclist,2,2019_Q2
2019010188944,1,0,2019,10188944,0.033783,51.538091,3,1,2019-06-22,17,E09000025,E01003569,Pedestrian,2,2019_Q2
2019010188942,1,1,2019,10188942,0.02673,51.363195,3,1,2019-06-22,19,E09000006,E01000759,Cyclist,2,2019_Q2
2019010188946,1,1,2019,10188946,-0.120519,51.47036,3,1,2019-06-22,9,E09000022,E01003127,Cyclist,2,2019_Q2
2019010188925,1,0,2019,10188925,-0.048476,51.539947,2,1,2019-06-22,4,E09000012,E01001840,Pedestrian,2,2019_Q2
2019010188850,2,1,2019,10188850,-0.079681,51.419653,3,1,2019-06-22,20,E09000008,E01001164,Cyclist,2,2019_Q2
2019010188869,2,1,2019,10188869,-0.196282,51.650906,3,2,2019-06-22,30,E09000003,E01000250,Cyclist,2,2019_Q2
2019010188926,1,0,2019,10188926,-0.176295,51.460369,3,1,2019-06-22,10,E09000032,E01004508,Pedestrian,2,2019_Q2
2019010188895,1,0,2019,10188895,-0.125223,51.517162,3,1,2019-06-22,2,E09000007,E01000918,Pedestrian,2,2019_Q2
2019010189281,1,0,2019,10189281,-0.162094,51.464482,3,1,2019-06-22,10,E09000032,E01004585,Pedestrian,2,2019_Q2
2019010188887,1,1,2019,10188887,-0.035866,51.475447,3,1,2019-06-22,7,E09000023,E01003215,Cyclist,2,2019_Q2
2019010188917,2,1,2019,10188917,-0.200871,51.483365,3,1,2019-06-22,11,E09000013,E01001884,Cyclist,2,2019_Q2
2019010188919,1,0,2019,10188919,0.123921,51.495863,3,1,2019-06-22,18,E09000004,E01000422,Pedestrian,2,2019_Q2
2019010188805,1,0,2019,10188805,0.106842,51.381934,2,1,2019-06-22,19,E09000006,E01000727,Pedestrian,2,2019_Q2
2019010188920,2,1,2019,10188920,-0.220713,51.467562,3,1,2019-06-22,10,E09000032,E01004606,Cyclist,2,2019_Q2
2019010188906,1,0,2019,10188906,-0.121945,51.559321,3,1,2019-06-22,3,E09000019,E01002786,Pedestrian,2,2019_Q2
2019010191446,2,1,2019,10191446,0.003031,51.541498,2,1,2019-06-23,17,E09000025,E01003619,Cyclist,2,2019_Q2
2019010189139,2,1,2019,10189139,-0.119968,51.529272,3,1,2019-06-23,2,E09000007,E01000939,Cyclist,2,2019_Q2
2019010189157,1,0,2019,10189157,0.022782,51.522184,2,1,2019-06-23,17,E09000025,E01003507,Pedestrian,2,2019_Q2
2019010189149,2,0,2019,10189149,0.062492,51.453156,3,1,2019-06-23,6,E09000011,E01001608,Pedestrian,2,2019_Q2
2019010189145,1,1,2019,10189145,-0.095709,51.503566,3,1,2019-06-23,8,E09000028,E01003929,Cyclist,2,2019_Q2
2019010189142,1,0,2019,10189142,0.086888,51.535764,3,1,2019-06-23,16,E09000002,E01000050,Pedestrian,2,2019_Q2
2019010189129,2,1,2019,10189129,-0.139961,51.425275,3,1,2019-06-23,10,E09000032,E01004517,Cyclist,2,2019_Q2
2019010189041,1,0,2019,10189041,-0.069402,51.605355,3,1,2019-06-23,31,E09000014,E01002034,Pedestrian,2,2019_Q2
2019010189126,1,0,2019,10189126,-0.150371,51.605418,3,1,2019-06-23,30,E09000003,E01000164,Pedestrian,2,2019_Q2
2019010189054,2,1,2019,10189054,-0.08569,51.574831,3,1,2019-06-23,4,E09000012,E01001811,Cyclist,2,2019_Q2
2019010189655,1,1,2019,10189655,-0.127287,51.459794,3,1,2019-06-23,9,E09000022,E01003058,Cyclist,2,2019_Q2
2019010189006,1,0,2019,10189006,-0.036899,51.475869,3,1,2019-06-23,7,E09000023,E01003303,Pedestrian,2,2019_Q2
2019010189016,1,1,2019,10189016,-0.156938,51.600162,3,1,2019-06-23,31,E09000014,E01001995,Cyclist,2,2019_Q2
2019010189623,1,1,2019,10189623,-0.141965,51.542095,3,1,2019-06-23,2,E09000007,E01000856,Cyclist,2,2019_Q2
2019010189056,2,1,2019,10189056,-0.117831,51.455542,3,1,2019-06-23,9,E09000022,E01003176,Cyclist,2,2019_Q2
2019010189065,1,0,2019,10189065,-0.224451,51.510711,3,2,2019-06-23,11,E09000013,E01001874,Pedestrian,2,2019_Q2
2019480950908,2,1,2019,480950908,-0.1043,51.512509,3,1,2019-06-23,570,E09000001,E01032740,Cyclist,2,2019_Q2
2019010189103,1,0,2019,10189103,0.005534,51.63219,3,1,2019-06-23,13,E09000031,E01004354,Pedestrian,2,2019_Q2
2019010189110,1,23,2019,10189110,-0.019016,51.497412,3,1,2019-06-23,5,E09000030,E01032774,E-scooter Rider,2,2019_Q2
2019010189040,1,1,2019,10189040,-0.16517,51.446634,3,1,2019-06-23,10,E09000032,E01004543,Cyclist,2,2019_Q2
2019010189376,2,1,2019,10189376,-0.079841,51.473829,3,1,2019-06-24,8,E09000028,E01003914,Cyclist,2,2019_Q2
2019010189480,1,0,2019,10189480,-0.011471,51.459919,3,1,2019-06-24,7,E09000023,E01033327,Pedestrian,2,2019_Q2
2019010189378,1,0,2019,10189378,-0.049293,51.474655,3,1,2019-06-24,7,E09000023,E01003338,Pedestrian,2,2019_Q2
2019010189335,2,1,2019,10189335,0.090899,51.53268,3,1,2019-06-24,16,E09000002,E01000052,Cyclist,2,2019_Q2
2019010189372,1,0,2019,10189372,-0.285347,51.542713,2,1,2019-06-24,28,E09000005,E01000477,Pedestrian,2,2019_Q2
2019010189421,1,0,2019,10189421,-0.217418,51.467143,2,1,2019-06-24,10,E09000032,E01004608,Pedestrian,2,2019_Q2
2019480869608,1,0,2019,480869608,-0.109077,51.515851,2,1,2019-06-24,570,E09000001,E01032740,Pedestrian,2,2019_Q2
2019480869517,1,0,2019,480869517,-0.092539,51.510124,3,1,2019-06-24,570,E09000001,E01032739,Pedestrian,2,2019_Q2
2019010189430,1,0,2019,10189430,-0.111681,51.5069,3,1,2019-06-24,9,E09000022,E01003016,Pedestrian,2,2019_Q2
2019480869507,2,1,2019,480869507,-0.092431,51.520977,3,1,2019-06-24,570,E09000001,E01000002,Cyclist,2,2019_Q2
2019010189453,1,0,2019,10189453,-0.022063,51.413011,3,1,2019-06-24,19,E09000006,E01000712,Pedestrian,2,2019_Q2
2019010189478,1,1,2019,10189478,-0.189319,51.524796,3,1,2019-06-24,1,E09000033,E01033608,Cyclist,2,2019_Q2
2019010189334,1,1,2019,10189334,-0.235989,51.451138,3,1,2019-06-24,10,E09000032,E01004572,Cyclist,2,2019_Q2
2019010189407,1,1,2019,10189407,-0.040931,51.549075,3,1,2019-06-24,4,E09000012,E01001733,Cyclist,2,2019_Q2
2019010189331,1,0,2019,10189331,-0.069891,51.591784,3,1,2019-06-24,31,E09000014,E01002081,Pedestrian,2,2019_Q2
2019010189221,1,1,2019,10189221,0.004707,51.458546,3,1,2019-06-24,7,E09000023,E01003283,Cyclist,2,2019_Q2
2019010189306,2,1,2019,10189306,-0.136278,51.485387,2,1,2019-06-24,1,E09000033,E01004738,Cyclist,2,2019_Q2
2019010189956,1,1,2019,10189956,-0.259935,51.492484,3,1,2019-06-24,25,E09000018,E01002693,Cyclist,2,2019_Q2
2019010189171,1,0,2019,10189171,-0.399477,51.579278,3,1,2019-06-24,26,E09000017,E01002432,Pedestrian,2,2019_Q2
2019010189186,1,0,2019,10189186,-0.357819,51.528543,3,1,2019-06-24,27,E09000009,E01001259,Pedestrian,2,2019_Q2
2019010189218,2,1,2019,10189218,-0.008215,51.50722,3,1,2019-06-24,5,E09000030,E01004219,Cyclist,2,2019_Q2
2019010189311,1,0,2019,10189311,-0.050217,51.513735,2,1,2019-06-24,5,E09000030,E01004305,Pedestrian,2,2019_Q2
2019010189232,2,1,2019,10189232,0.144305,51.568857,2,1,2019-06-24,16,E09000002,E01000111,Cyclist,2,2019_Q2
2019010189245,1,0,2019,10189245,-0.162634,51.534147,3,1,2019-06-24,1,E09000033,E01004727,Pedestrian,2,2019_Q2
2019010189251,1,0,2019,10189251,-0.043154,51.611574,3,1,2019-06-24,32,E09000010,E01001559,Pedestrian,2,2019_Q2
2019010189223,1,0,2019,10189223,-0.10898,51.595406,3,1,2019-06-24,31,E09000014,E01002029,Pedestrian,2,2019_Q2
2019010189803,1,1,2019,10189803,-0.197366,51.541521,3,1,2019-06-24,2,E09000007,E01000931,Cyclist,2,2019_Q2
2019010189777,1,0,2019,10189777,-0.100084,51.469743,2,1,2019-06-24,9,E09000022,E01003076,Pedestrian,2,2019_Q2
2019010189289,2,1,2019,10189289,-0.383135,51.471964,3,1,2019-06-24,25,E09000018,E01002624,Cyclist,2,2019_Q2
2019010189253,1,0,2019,10189253,-0.0018,51.5415,2,1,2019-06-24,17,E09000025,E01033583,Pedestrian,2,2019_Q2
2019010189296,1,0,2019,10189296,-0.245558,51.535965,3,1,2019-06-24,28,E09000005,E01033485,Pedestrian,2,2019_Q2
2019010189404,1,0,2019,10189404,-0.214696,51.364873,3,1,2019-06-25,21,E09000029,E01004115,Pedestrian,2,2019_Q2
2019010189531,1,0,2019,10189531,-0.048369,51.425754,3,2,2019-06-25,7,E09000023,E01003327,Pedestrian,2,2019_Q2
2019010192188,1,0,2019,10192188,0.115791,51.545858,3,1,2019-06-25,16,E09000002,E01000073,Pedestrian,2,2019_Q2
2019010189491,1,0,2019,10189491,-0.212963,51.522533,3,1,2019-06-25,12,E09000020,E01002853,Pedestrian,2,2019_Q2
2019010192848,1,0,2019,10192848,-0.233424,51.596429,3,1,2019-06-25,30,E09000003,E01000240,Pedestrian,2,2019_Q2
2019010189474,1,0,2019,10189474,0.081753,51.560082,2,1,2019-06-25,14,E09000026,E01033589,Pedestrian,2,2019_Q2
2019010190983,1,0,2019,10190983,0.125852,51.495873,3,1,2019-06-25,18,E09000004,E01000416,Pedestrian,2,2019_Q2
2019010189559,1,0,2019,10189559,-0.087321,51.608166,3,1,2019-06-25,31,E09000014,E01002091,Pedestrian,2,2019_Q2
2019010189423,2,1,2019,10189423,-0.077591,51.413252,3,1,2019-06-25,20,E09000008,E01001138,Cyclist,2,2019_Q2
2019010189385,2,1,2019,10189385,-0.075611,51.546214,3,1,2019-06-25,4,E09000012,E01033700,Cyclist,2,2019_Q2
2019010189438,1,1,2019,10189438,-0.086644,51.494318,3,1,2019-06-25,8,E09000028,E01003942,Cyclist,2,2019_Q2
2019010189563,1,0,2019,10189563,-0.078667,51.397542,3,2,2019-06-25,20,E09000008,E01001136,Pedestrian,2,2019_Q2
2019010189594,1,0,2019,10189594,-0.216801,51.503275,3,1,2019-06-25,11,E09000013,E01001852,Pedestrian,2,2019_Q2
2019010189572,1,1,2019,10189572,-0.163295,51.464312,3,1,2019-06-25,10,E09000032,E01004588,Cyclist,2,2019_Q2
2019010194021,1,1,2019,10194021,-0.339937,51.50849,2,1,2019-06-25,27,E09000009,E01001254,Cyclist,2,2019_Q2
2019480869592,2,1,2019,480869592,-0.092486,51.512084,3,1,2019-06-25,570,E09000001,E01032739,Cyclist,2,2019_Q2
2019010194373,2,1,2019,10194373,-0.06545,51.610667,2,1,2019-06-25,32,E09000010,E01001555,Cyclist,2,2019_Q2
2019010189565,1,0,2019,10189565,-0.00892,51.508563,3,1,2019-06-25,5,E09000030,E01004219,Pedestrian,2,2019_Q2
2019010189637,1,1,2019,10189637,-0.115721,51.556676,2,1,2019-06-25,3,E09000019,E01033491,Cyclist,2,2019_Q2
2019010189643,1,1,2019,10189643,-0.175799,51.420415,3,1,2019-06-25,22,E09000024,E01003370,Cyclist,2,2019_Q2
2019010189982,1,1,2019,10189982,-0.189203,51.443375,3,1,2019-06-26,10,E09000032,E01004496,Cyclist,2,2019_Q2
2019010190184,2,0,2019,10190184,-0.110855,51.40623,3,1,2019-06-26,20,E09000008,E01001161,Pedestrian,2,2019_Q2
2019480950920,1,1,2019,480950920,-0.088339,51.512673,3,1,2019-06-26,570,E09000001,E01032739,Cyclist,2,2019_Q2
2019010189772,1,0,2019,10189772,0.10193,51.464748,3,1,2019-06-26,18,E09000004,E01000414,Pedestrian,2,2019_Q2
2019010192662,1,1,2019,10192662,-0.126236,51.543392,3,1,2019-06-26,2,E09000007,E01000864,Cyclist,2,2019_Q2
2019010190028,1,0,2019,10190028,-0.093072,51.474234,3,1,2019-06-26,8,E09000028,E01003919,Pedestrian,2,2019_Q2
2019010189802,2,1,2019,10189802,-0.053044,51.516372,3,1,2019-06-26,5,E09000030,E01004323,Cyclist,2,2019_Q2
2019010189800,1,1,2019,10189800,0.058443,51.521177,3,1,2019-06-26,17,E09000025,E01003540,Cyclist,2,2019_Q2
2019010189799,1,1,2019,10189799,-0.129408,51.488551,3,1,2019-06-26,1,E09000033,E01004737,Cyclist,2,2019_Q2
2019010189792,2,1,2019,10189792,-0.296859,51.364315,3,1,2019-06-26,23,E09000021,E01002939,Cyclist,2,2019_Q2
2019010189787,1,1,2019,10189787,-0.088054,51.50229,3,1,2019-06-26,8,E09000028,E01003981,Cyclist,2,2019_Q2
2019010189780,2,1,2019,10189780,-0.055293,51.542065,3,1,2019-06-26,4,E09000012,E01033704,Cyclist,2,2019_Q2
2019010190458,1,0,2019,10190458,-0.035427,51.394117,3,1,2019-06-26,19,E09000006,E01000777,Pedestrian,2,2019_Q2
2019010189923,1,0,2019,10189923,-0.215486,51.525863,3,2,2019-06-26,12,E09000020,E01002852,Pedestrian,2,2019_Q2
