accident_index,vehicle_reference,casualty_type,accident_year,accident_reference,longitude,latitude,accident_severity,number_of_casualties,date,local_authority_district,local_authority_ons_district,lsoa_of_accident_location,user_type,quarter,year_quarter
2020010270684,1,1,2020,010270684,-0.19611,51.458373,3,1,2020-09-29,10,E09000032,E01004509,Cyclist,3,2020_Q3
2020010270743,2,1,2020,010270743,0.121832,51.605291,2,1,2020-09-29,14,E09000026,E01003640,Cyclist,3,2020_Q3
2020010271305,1,1,2020,010271305,-0.133741,51.526344,3,1,2020-09-29,2,E09000007,E01000945,Cyclist,3,2020_Q3
2020010270704,2,1,2020,010270704,-0.134664,51.530918,3,1,2020-09-29,2,E09000007,E01000955,Cyclist,3,2020_Q3
2020010270708,1,1,2020,010270708,-0.064688,51.451484,3,1,2020-09-29,8,E09000028,E01004018,Cyclist,3,2020_Q3
2020010270720,2,1,2020,010270720,-0.234204,51.464196,2,1,2020-09-29,24,E09000027,E01003852,Cyclist,3,2020_Q3
2020010274600,1,0,2020,010274600,-0.440008,51.523101,3,1,2020-09-30,26,E09000017,E01002400,Pedestrian,3,2020_Q3
2020010272162,1,0,2020,010272162,-0.127959,51.630305,3,1,2020-09-30,32,E09000010,E01001521,Pedestrian,3,2020_Q3
2020010272626,1,1,2020,010272626,-0.179908,51.557977,3,1,2020-09-30,2,E09000007,E01000899,Cyclist,3,2020_Q3
2020010272990,1,1,2020,010272990,-0.063843,51.534995,3,1,2020-09-30,4,E09000012,E01001775,Cyclist,3,2020_Q3
2020010272362,1,0,2020,010272362,-0.029859,51.526246,3,1,2020-09-30,5,E09000030,E01004232,Pedestrian,3,2020_Q3
2020010271562,1,1,2020,010271562,-0.215377,51.526437,3,1,2020-09-30,12,E09000020,E01002852,Cyclist,3,2020_Q3
2020010270820,1,0,2020,010270820,-0.337108,51.514151,3,1,2020-09-30,27,E09000009,E01001290,Pedestrian,3,2020_Q3
2020010271044,1,0,2020,010271044,-0.052921,51.628391,3,1,2020-09-30,32,E09000010,E01001489,Pedestrian,3,2020_Q3
2020010270841,1,0,2020,010270841,-0.141119,51.548692,2,1,2020-09-30,2,E09000007,E01000922,Pedestrian,3,2020_Q3
2020010271131,1,0,2020,010271131,-0.196844,51.540865,3,1,2020-09-30,2,E09000005,E01000548,Pedestrian,3,2020_Q3
2020010270842,1,0,2020,010270842,-0.231434,51.516455,3,1,2020-09-30,11,E09000013,E01001874,Pedestrian,3,2020_Q3
2020010270849,2,1,2020,010270849,-0.221943,51.415522,3,1,2020-09-30,22,E09000024,E01003442,Cyclist,3,2020_Q3
2020010271104,1,1,2020,010271104,-0.201659,51.495185,3,1,2020-09-30,12,E09000020,E01002817,Cyclist,3,2020_Q3
2020010271072,1,1,2020,010271072,-0.071337,51.530991,3,1,2020-09-30,5,E09000012,E01001774,Cyclist,3,2020_Q3
2020010270884,1,1,2020,010270884,-0.206596,51.490881,3,1,2020-09-30,11,E09000013,E01001914,Cyclist,3,2020_Q3
2020010270916,1,0,2020,010270916,-0.056626,51.541935,3,1,2020-09-30,4,E09000012,E01033704,Pedestrian,3,2020_Q3
2020010270924,1,1,2020,010270924,-0.132831,51.485845,2,1,2020-09-30,1,E09000033,E01004738,Cyclist,3,2020_Q3
2020010271045,1,0,2020,010271045,-0.090352,51.527939,3,1,2020-09-30,3,E09000012,E01033711,Pedestrian,3,2020_Q3
2020010270926,2,1,2020,010270926,-0.140369,51.515452,3,1,2020-09-30,1,E09000033,E01033595,Cyclist,3,2020_Q3
2020010270937,1,0,2020,010270937,-0.129353,51.511005,3,1,2020-09-30,1,E09000033,E01004734,Pedestrian,3,2020_Q3
2020010271042,1,0,2020,010271042,0.00782,51.545463,2,1,2020-09-30,17,E09000025,E01003559,Pedestrian,3,2020_Q3
2020010270983,2,1,2020,010270983,-0.111969,51.504108,3,1,2020-09-30,9,E09000022,E01003016,Cyclist,3,2020_Q3
2020010270985,1,0,2020,010270985,0.107384,51.450001,3,1,2020-09-30,18,E09000004,E01000347,Pedestrian,3,2020_Q3
2020010270988,1,0,2020,010270988,-0.181516,51.549486,3,1,2020-09-30,2,E09000007,E01000881,Pedestrian,3,2020_Q3
2020010270989,1,1,2020,010270989,-0.045328,51.518519,3,1,2020-09-30,5,E09000030,E01004283,Cyclist,3,2020_Q3
2020010271039,1,0,2020,010271039,0.004843,51.5276,2,1,2020-09-30,17,E09000025,E01003496,Pedestrian,3,2020_Q3
2020010270990,1,1,2020,010270990,-0.129763,51.527729,3,1,2020-09-30,2,E09000007,E01000956,Cyclist,3,2020_Q3
2020010270991,2,1,2020,010270991,-0.112459,51.498873,2,1,2020-09-30,9,E09000022,E01003014,Cyclist,3,2020_Q3
2020010270996,2,1,2020,010270996,-0.108344,51.523429,3,1,2020-09-30,3,E09000019,E01002724,Cyclist,3,2020_Q3
2020010271004,1,0,2020,010271004,0.019141,51.478344,3,1,2020-09-30,6,E09000011,E01001580,Pedestrian,3,2020_Q3
2020010271014,1,1,2020,010271014,-0.252321,51.512641,3,1,2020-09-30,27,E09000009,E01001241,Cyclist,3,2020_Q3
2020010271017,1,0,2020,010271017,-0.09432,51.483669,3,1,2020-09-30,8,E09000028,E01003969,Pedestrian,3,2020_Q3
2020010271036,2,1,2020,010271036,-0.116825,51.37853,2,1,2020-09-30,20,E09000008,E01001010,Cyclist,3,2020_Q3
2020010271033,1,1,2020,010271033,-0.073022,51.544013,3,1,2020-09-30,4,E09000012,E01033700,Cyclist,3,2020_Q3
2020010271018,1,1,2020,010271018,-0.211496,51.472053,3,1,2020-09-30,11,E09000013,E01001915,Cyclist,3,2020_Q3
2020010271029,2,1,2020,010271029,-0.146013,51.491836,3,1,2020-09-30,1,E09000033,E01004750,Cyclist,3,2020_Q3
2020010270835,1,0,2020,010270835,-0.371956,51.437324,3,1,2020-09-30,24,E09000027,E01003903,Pedestrian,3,2020_Q3
2020010271019,1,0,2020,010271019,-0.139942,51.342091,2,1,2020-09-30,20,E09000008,E01001094,Pedestrian,3,2020_Q3
2020010270824,2,1,2020,010270824,-0.182986,51.414016,3,1,2020-09-30,22,E09000024,E01003367,Cyclist,3,2020_Q3
2020010271263,1,1,2020,010271263,-0.157164,51.498577,3,1,2020-09-30,1,E09000033,E01004691,Cyclist,3,2020_Q3
2020010271473,1,0,2020,010271473,0.135099,51.57165,3,1,2020-09-30,16,E09000002,E01000032,Pedestrian,3,2020_Q3
2020010271393,1,0,2020,010271393,-0.16909,51.373791,3,1,2020-09-30,21,E09000029,E01004165,Pedestrian,3,2020_Q3
2020010271433,1,1,2020,010271433,-0.126934,51.49022,3,1,2020-09-30,1,E09000033,E01004745,Cyclist,3,2020_Q3
2020010270829,2,1,2020,010270829,-0.278648,51.505845,3,1,2020-09-30,27,E09000009,E01001354,Cyclist,3,2020_Q3
2020010271455,1,1,2020,010271455,-0.219796,51.467458,3,1,2020-10-01,10,E09000032,E01004606,Cyclist,4,2020_Q4
2020010273900,1,0,2020,010273900,-0.222411,51.492785,3,1,2020-10-01,11,E09000013,E01001898,Pedestrian,4,2020_Q4
2020010271460,1,1,2020,010271460,-0.158276,51.408729,3,1,2020-10-01,22,E09000024,E01003386,Cyclist,4,2020_Q4
2020010271420,1,0,2020,010271420,0.002075,51.541083,3,1,2020-10-01,17,E09000025,E01003619,Pedestrian,4,2020_Q4
2020010271259,1,0,2020,010271259,-0.257532,51.562222,2,1,2020-10-01,28,E09000005,E01000627,Pedestrian,4,2020_Q4
2020010271387,1,1,2020,010271387,-0.189621,51.47794,3,1,2020-10-01,11,E09000013,E01001921,Cyclist,4,2020_Q4
2020010271385,1,0,2020,010271385,-0.338089,51.473717,3,1,2020-10-01,25,E09000018,E01002658,Pedestrian,4,2020_Q4
2020010271380,1,1,2020,010271380,-0.054817,51.524486,3,1,2020-10-01,5,E09000030,E01004209,Cyclist,4,2020_Q4
2020010271326,2,1,2020,010271326,-0.179706,51.479199,3,1,2020-10-01,12,E09000020,E01002841,Cyclist,4,2020_Q4
2020010271294,2,1,2020,010271294,-0.219969,51.535103,3,1,2020-10-01,28,E09000005,E01000584,Cyclist,4,2020_Q4
2020010271261,1,0,2020,010271261,-0.239184,51.506473,2,1,2020-10-01,11,E09000013,E01001954,Pedestrian,4,2020_Q4
2020010273858,1,0,2020,010273858,0.108561,51.448685,3,1,2020-10-01,18,E09000004,E01000347,Pedestrian,4,2020_Q4
2020010271251,2,1,2020,010271251,-0.077073,51.542326,2,1,2020-10-01,4,E09000012,E01001750,Cyclist,4,2020_Q4
2020010271249,1,1,2020,010271249,-0.219006,51.457042,3,1,2020-10-01,10,E09000032,E01004501,Cyclist,4,2020_Q4
2020010271154,1,0,2020,010271154,-0.243871,51.379954,2,1,2020-10-01,21,E09000029,E01004195,Pedestrian,4,2020_Q4
2020010271157,1,1,2020,010271157,-0.01207,51.472294,2,2,2020-10-01,6,E09000023,E01003204,Cyclist,4,2020_Q4
2020010271170,1,1,2020,010271170,-0.362231,51.479524,3,1,2020-10-01,25,E09000018,E01002630,Cyclist,4,2020_Q4
2020010271115,1,0,2020,010271115,-0.0374,51.429645,2,1,2020-10-01,7,E09000023,E01003193,Pedestrian,4,2020_Q4
2020010271107,1,1,2020,010271107,-0.075407,51.502191,3,1,2020-10-01,8,E09000028,E01032637,Cyclist,4,2020_Q4
2020010271171,1,0,2020,010271171,-0.232148,51.509946,3,1,2020-10-01,11,E09000013,E01001961,Pedestrian,4,2020_Q4
2020010271253,1,0,2020,010271253,-0.293481,51.595095,3,1,2020-10-01,29,E09000015,E01002202,Pedestrian,4,2020_Q4
2020010271172,1,1,2020,010271172,-0.029888,51.526237,3,1,2020-10-01,5,E09000030,E01004232,Cyclist,4,2020_Q4
2020010271087,1,0,2020,010271087,-0.167463,51.42783,3,1,2020-10-01,10,E09000032,E01004525,Pedestrian,4,2020_Q4
2020010271222,2,1,2020,010271222,-0.160008,51.461212,3,1,2020-10-01,10,E09000032,E01004554,Cyclist,4,2020_Q4
2020010271228,1,0,2020,010271228,-0.192324,51.488602,3,1,2020-10-01,12,E09000020,E01002894,Pedestrian,4,2020_Q4
2020010271067,2,1,2020,010271067,-0.214397,51.362224,3,1,2020-10-01,21,E09000029,E01004110,Cyclist,4,2020_Q4
2020010271241,1,0,2020,010271241,-0.042667,51.611827,2,1,2020-10-01,32,E09000010,E01001559,Pedestrian,4,2020_Q4
2020010271244,2,1,2020,010271244,-0.239455,51.499823,3,1,2020-10-01,11,E09000013,E01001858,Cyclist,4,2020_Q4
2020010271173,1,0,2020,010271173,0.067528,51.489416,3,1,2020-10-01,6,E09000011,E01033735,Pedestrian,4,2020_Q4
2020010271147,1,0,2020,010271147,-0.110009,51.411424,2,1,2020-10-01,20,E09000008,E01001161,Pedestrian,4,2020_Q4
2020010271546,1,0,2020,010271546,-0.064763,51.611888,3,1,2020-10-01,32,E09000010,E01001555,Pedestrian,4,2020_Q4
2020010271954,1,1,2020,010271954,-0.145736,51.556103,2,1,2020-10-01,2,E09000007,E01000912,Cyclist,4,2020_Q4
2020010271636,1,1,2020,010271636,-0.122841,51.605898,2,1,2020-10-01,31,E09000014,E01001970,Cyclist,4,2020_Q4
2020010283589,1,1,2020,010283589,-0.10464,51.498441,3,1,2020-10-01,8,E09000028,E01003930,Cyclist,4,2020_Q4
2020010271392,2,1,2020,010271392,-0.134534,51.544675,3,1,2020-10-02,2,E09000007,E01000865,Cyclist,4,2020_Q4
2020010276512,1,0,2020,010276512,-0.163601,51.432653,3,1,2020-10-02,10,E09000032,E01004612,Pedestrian,4,2020_Q4
2020010271390,1,0,2020,010271390,-0.167602,51.518884,3,1,2020-10-02,1,E09000033,E01004661,Pedestrian,4,2020_Q4
2020480999089,2,1,2020,480999089,-0.104864,51.516637,2,1,2020-10-02,570,E09000001,E01032740,Cyclist,4,2020_Q4
2020480992250,2,1,2020,480992250,-0.102386,51.511075,2,1,2020-10-02,570,E09000001,E01032739,Cyclist,4,2020_Q4
2020010271377,2,1,2020,010271377,0.035645,51.45278,3,1,2020-10-02,6,E09000011,E01001661,Cyclist,4,2020_Q4
2020010271346,1,1,2020,010271346,-0.317098,51.556131,3,1,2020-10-02,28,E09000005,E01000608,Cyclist,4,2020_Q4
2020010271337,1,0,2020,010271337,0.171664,51.569127,2,1,2020-10-02,15,E09000016,E01002249,Pedestrian,4,2020_Q4
2020010271469,1,0,2020,010271469,-0.15559,51.520422,3,1,2020-10-02,1,E09000033,E01004712,Pedestrian,4,2020_Q4
2020010271332,1,0,2020,010271332,-0.379342,51.450195,3,1,2020-10-02,24,E09000027,E01003841,Pedestrian,4,2020_Q4
2020010271476,1,0,2020,010271476,-0.123648,51.486409,3,1,2020-10-02,9,E09000022,E01003109,Pedestrian,4,2020_Q4
2020010271301,2,1,2020,010271301,-0.225183,51.492998,3,1,2020-10-02,11,E09000013,E01001898,Cyclist,4,2020_Q4
2020010271366,1,1,2020,010271366,-0.065939,51.46682,3,1,2020-10-02,8,E09000028,E01004062,Cyclist,4,2020_Q4
2020010271613,1,1,2020,010271613,-0.057097,51.499048,3,1,2020-10-02,8,E09000028,E01004034,Cyclist,4,2020_Q4
2020010271487,2,1,2020,010271487,-0.173424,51.482159,3,1,2020-10-02,12,E09000020,E01002845,Cyclist,4,2020_Q4
2020010271394,1,0,2020,010271394,-0.372371,51.457229,2,1,2020-10-02,25,E09000027,E01002652,Pedestrian,4,2020_Q4
2020010275005,1,0,2020,010275005,-0.112755,51.39118,3,1,2020-10-02,20,E09000008,E01001178,Pedestrian,4,2020_Q4
2020010271404,1,0,2020,010271404,-0.30994,51.539464,3,1,2020-10-02,27,E09000009,E01001341,Pedestrian,4,2020_Q4
2020010271405,1,0,2020,010271405,-0.130496,51.460862,3,1,2020-10-02,9,E09000022,E01003057,Pedestrian,4,2020_Q4
2020010271417,1,0,2020,010271417,0.014968,51.44605,1,1,2020-10-02,7,E09000023,E01003269,Pedestrian,4,2020_Q4
2020010271467,1,0,2020,010271467,-0.073661,51.562018,3,1,2020-10-02,4,E09000012,E01001829,Pedestrian,4,2020_Q4
2020010271611,1,1,2020,010271611,-0.134183,51.482719,3,1,2020-10-02,10,E09000032,E01004562,Cyclist,4,2020_Q4
2020010271425,1,0,2020,010271425,0.02045,51.406585,3,1,2020-10-02,19,E09000006,E01000675,Pedestrian,4,2020_Q4
2020010271584,1,1,2020,010271584,-0.166758,51.483529,3,1,2020-10-02,12,E09000020,E01002900,Cyclist,4,2020_Q4
2020010271427,2,1,2020,010271427,0.201853,51.587081,3,1,2020-10-02,15,E09000016,E01002379,Cyclist,4,2020_Q4
2020010271524,1,0,2020,010271524,-0.23328,51.547328,3,1,2020-10-02,28,E09000005,E01000640,Pedestrian,4,2020_Q4
2020010271429,1,1,2020,010271429,-0.263918,51.491536,3,1,2020-10-02,25,E09000018,E01032573,Cyclist,4,2020_Q4
2020010271432,1,1,2020,010271432,-0.013111,51.460594,3,1,2020-10-02,7,E09000023,E01033327,Cyclist,4,2020_Q4
2020010271439,1,0,2020,010271439,-0.191953,51.458651,3,1,2020-10-02,10,E09000032,E01004509,Pedestrian,4,2020_Q4
2020010271300,1,0,2020,010271300,-0.29881,51.586954,3,1,2020-10-02,28,E09000015,E01002171,Pedestrian,4,2020_Q4
2020010271684,1,1,2020,010271684,-0.071746,51.521996,3,1,2020-10-02,5,E09000030,E01004307,Cyclist,4,2020_Q4
2020010271310,1,0,2020,010271310,0.136474,51.494412,3,1,2020-10-02,18,E09000004,E01000466,Pedestrian,4,2020_Q4
2020010272336,1,1,2020,010272336,-0.019166,51.528143,3,1,2020-10-02,5,E09000030,E01004225,Cyclist,4,2020_Q4
2020010271488,1,1,2020,010271488,-0.211863,51.459703,3,1,2020-10-02,10,E09000032,E01004609,Cyclist,4,2020_Q4
2020010271809,1,1,2020,010271809,-0.404726,51.487853,3,1,2020-10-02,25,E09000018,E01002633,Cyclist,4,2020_Q4
2020010271708,1,0,2020,010271708,-0.187154,51.523414,3,1,2020-10-02,1,E09000033,E01004754,Pedestrian,4,2020_Q4
2020010272119,1,1,2020,010272119,-0.134131,51.463168,3,1,2020-10-02,9,E09000022,E01003035,Cyclist,4,2020_Q4
2020010271493,2,1,2020,010271493,-0.11142,51.600616,3,1,2020-10-02,31,E09000014,E01002105,Cyclist,4,2020_Q4
2020010271475,1,0,2020,010271475,-0.382808,51.594697,3,1,2020-10-02,29,E09000015,E01002189,Pedestrian,4,2020_Q4
2020010272224,1,1,2020,010272224,-0.213128,51.466772,3,1,2020-10-02,10,E09000032,E01033093,Cyclist,4,2020_Q4
2020010271496,1,0,2020,010271496,-0.321376,51.600569,3,1,2020-10-02,29,E09000015,E01002106,Pedestrian,4,2020_Q4
2020010272010,1,0,2020,010272010,-0.069725,51.495479,2,1,2020-10-02,8,E09000028,E01003977,Pedestrian,4,2020_Q4
2020010271498,1,0,2020,010271498,-0.007997,51.559429,3,1,2020-10-02,13,E09000031,E01004375,Pedestrian,4,2020_Q4
2020010271474,1,0,2020,010271474,0.090989,51.486797,2,1,2020-10-02,6,E09000011,E01001675,Pedestrian,4,2020_Q4
2020010271515,2,1,2020,010271515,-0.073889,51.561059,3,1,2020-10-02,4,E09000012,E01001829,Cyclist,4,2020_Q4
2020010272011,1,0,2020,010272011,-0.345507,51.477257,3,1,2020-10-02,25,E09000018,E01002677,Pedestrian,4,2020_Q4
2020010272257,1,0,2020,010272257,0.150833,51.441388,3,1,2020-10-02,18,E09000004,E01000447,Pedestrian,4,2020_Q4
2020010271682,1,0,2020,010271682,-0.05554,51.63133,3,1,2020-10-03,32,E09000010,E01001479,Pedestrian,4,2020_Q4
2020010272026,1,0,2020,010272026,-0.125407,51.531625,2,1,2020-10-03,2,E09000007,E01000953,Pedestrian,4,2020_Q4
2020010271599,1,0,2020,010271599,-0.204848,51.444766,3,1,2020-10-03,10,E09000032,E01004596,Pedestrian,4,2020_Q4
2020010272817,1,1,2020,010272817,-0.047248,51.491501,2,1,2020-10-03,8,E09000028,E01004036,Cyclist,4,2020_Q4
2020010271550,1,0,2020,010271550,-0.387469,51.502193,3,1,2020-10-03,27,E09000009,E01001373,Pedestrian,4,2020_Q4
2020010271543,1,0,2020,010271543,-0.041356,51.460593,3,2,2020-10-03,7,E09000023,E01003336,Pedestrian,4,2020_Q4
2020010271602,1,0,2020,010271602,-0.216912,51.557961,3,1,2020-10-03,28,E09000005,E01000553,Pedestrian,4,2020_Q4
2020010272753,1,0,2020,010272753,-0.304781,51.562662,3,1,2020-10-03,28,E09000005,E01000564,Pedestrian,4,2020_Q4
2020010271677,1,1,2020,010271677,-0.08108,51.458363,3,1,2020-10-03,8,E09000028,E01003953,Cyclist,4,2020_Q4
2020010272417,1,0,2020,010272417,-0.159596,51.435657,2,1,2020-10-03,10,E09000032,E01004481,Pedestrian,4,2020_Q4
2020010271650,1,1,2020,010271650,-0.052564,51.520528,3,1,2020-10-03,5,E09000030,E01004290,Cyclist,4,2020_Q4
2020480992256,1,1,2020,480992256,-0.079848,51.518208,3,1,2020-10-03,570,E09000001,E01032739,Cyclist,4,2020_Q4
2020010271717,1,0,2020,010271717,-0.052222,51.414631,3,1,2020-10-03,19,E09000006,E01000799,Pedestrian,4,2020_Q4
2020010271725,2,1,2020,010271725,-0.057086,51.514542,3,1,2020-10-03,5,E09000030,E01004326,Cyclist,4,2020_Q4
2020010271674,1,0,2020,010271674,-0.270072,51.500584,2,1,2020-10-03,27,E09000009,E01001357,Pedestrian,4,2020_Q4
2020010271664,1,0,2020,010271664,-0.183839,51.492995,3,1,2020-10-03,12,E09000020,E01002836,Pedestrian,4,2020_Q4
2020010271745,2,1,2020,010271745,-0.028935,51.51561,3,1,2020-10-03,5,E09000030,E01004251,Cyclist,4,2020_Q4
2020010271748,1,0,2020,010271748,-0.147994,51.539951,2,1,2020-10-03,2,E09000007,E01000858,Pedestrian,4,2020_Q4
2020010271690,2,1,2020,010271690,-0.031726,51.484982,2,1,2020-10-03,7,E09000023,E01003248,Cyclist,4,2020_Q4
2020010271872,1,0,2020,010271872,-0.111999,51.478623,3,1,2020-10-04,9,E09000022,E01003100,Pedestrian,4,2020_Q4
2020010271780,1,0,2020,010271780,-0.176545,51.419752,2,2,2020-10-04,22,E09000024,E01003370,Pedestrian,4,2020_Q4
2020010271782,1,1,2020,010271782,0.056831,51.291785,3,1,2020-10-04,19,E09000006,E01000748,Cyclist,4,2020_Q4
2020010272498,1,1,2020,010272498,-0.156867,51.574443,3,1,2020-10-04,31,E09000014,E01002008,Cyclist,4,2020_Q4
2020010272569,1,1,2020,010272569,-0.145838,51.454568,3,1,2020-10-04,9,E09000022,E01003030,Cyclist,4,2020_Q4
2020010271798,1,0,2020,010271798,-0.075303,51.457792,3,1,2020-10-04,8,E09000028,E01003952,Pedestrian,4,2020_Q4
2020010271804,1,1,2020,010271804,-0.385424,51.444623,3,1,2020-10-04,25,E09000018,E01002611,Cyclist,4,2020_Q4
2020010271979,1,0,2020,010271979,0.067786,51.559394,3,1,2020-10-04,14,E09000026,E01003783,Pedestrian,4,2020_Q4
2020010271773,1,1,2020,010271773,0.152788,51.455102,3,1,2020-10-04,18,E09000004,E01000362,Cyclist,4,2020_Q4
2020010294133,2,1,2020,010294133,-0.105727,51.381427,3,1,2020-10-05,20,E09000008,E01001011,Cyclist,4,2020_Q4
2020010273527,1,1,2020,010273527,-0.102933,51.533278,3,1,2020-10-05,3,E09000019,E01002801,Cyclist,4,2020_Q4
2020010277518,1,0,2020,010277518,0.015176,51.403375,3,1,2020-10-05,19,E09000006,E01000677,Pedestrian,4,2020_Q4
2020010277789,1,1,2020,010277789,0.042455,51.53562,3,1,2020-10-05,17,E09000025,E01003490,Cyclist,4,2020_Q4
2020010271992,1,0,2020,010271992,-0.260687,51.492397,2,1,2020-10-05,25,E09000018,E01002693,Pedestrian,4,2020_Q4
2020010272016,1,1,2020,010272016,-0.341748,51.40495,3,1,2020-10-05,24,E09000027,E01003823,Cyclist,4,2020_Q4
2020010272042,1,0,2020,010272042,-0.339858,51.579997,3,1,2020-10-05,29,E09000015,E01002129,Pedestrian,4,2020_Q4
2020010271995,1,0,2020,010271995,0.003723,51.534931,3,1,2020-10-05,17,E09000025,E01003634,Pedestrian,4,2020_Q4
2020010272654,1,1,2020,010272654,-0.025132,51.538531,3,1,2020-10-05,5,E09000030,E01032764,Cyclist,4,2020_Q4
2020010272205,1,1,2020,010272205,-0.026918,51.468912,1,1,2020-10-05,7,E09000023,E01003211,Cyclist,4,2020_Q4
2020010271973,2,1,2020,010271973,-0.058,51.440501,2,1,2020-10-05,7,E09000023,E01003255,Cyclist,4,2020_Q4
2020010272050,1,0,2020,010272050,-0.09338,51.356577,3,1,2020-10-05,20,E09000008,E01001040,Pedestrian,4,2020_Q4
2020010271953,1,1,2020,010271953,-0.233194,51.467616,3,1,2020-10-05,10,E09000032,E01004604,Cyclist,4,2020_Q4
2020010271941,1,0,2020,010271941,0.12939,51.496348,2,1,2020-10-05,18,E09000004,E01000466,Pedestrian,4,2020_Q4
2020010272073,1,1,2020,010272073,-0.293787,51.384747,3,2,2020-10-05,23,E09000021,E01002996,Cyclist,4,2020_Q4
2020010272081,1,0,2020,010272081,-0.295138,51.553161,3,1,2020-10-05,28,E09000005,E01000635,Pedestrian,4,2020_Q4
2020010271939,2,1,2020,010271939,0.108942,51.475351,2,1,2020-10-05,6,E09000011,E01032567,Cyclist,4,2020_Q4
2020010272082,2,1,2020,010272082,-0.150563,51.555181,2,1,2020-10-05,2,E09000007,E01000912,Cyclist,4,2020_Q4
2020010272083,1,0,2020,010272083,-0.192044,51.47421,3,1,2020-10-05,11,E09000013,E01001924,Pedestrian,4,2020_Q4
2020010272179,1,1,2020,010272179,0.142261,51.467894,3,1,2020-10-05,18,E09000004,E01000353,Cyclist,4,2020_Q4
2020010271927,2,1,2020,010271927,-0.052928,51.519437,3,1,2020-10-05,5,E09000030,E01004324,Cyclist,4,2020_Q4
2020010272099,1,0,2020,010272099,-0.41868,51.434196,3,1,2020-10-05,25,E09000018,E01002616,Pedestrian,4,2020_Q4
2020010271916,1,0,2020,010271916,0.190395,51.551414,3,1,2020-10-05,15,E09000016,E01002260,Pedestrian,4,2020_Q4
2020010272123,1,0,2020,010272123,0.025746,51.550307,3,1,2020-10-05,17,E09000025,E01003543,Pedestrian,4,2020_Q4
2020010272174,1,0,2020,010272174,-0.346434,51.438855,3,1,2020-10-05,24,E09000027,E01003885,Pedestrian,4,2020_Q4
2020010272143,1,1,2020,010272143,-0.024052,51.532848,3,1,2020-10-05,5,E09000030,E01032765,Cyclist,4,2020_Q4
2020010272033,1,1,2020,010272033,0.113204,51.403978,3,1,2020-10-05,19,E09000006,E01000738,Cyclist,4,2020_Q4
2020010272041,1,1,2020,010272041,-0.15292,51.524067,3,1,2020-10-05,1,E09000033,E01004727,Cyclist,4,2020_Q4
2020010272177,2,1,2020,010272177,-0.327747,51.604005,2,1,2020-10-06,29,E09000015,E01002231,Cyclist,4,2020_Q4
2020010272166,1,0,2020,010272166,-0.024527,51.496902,1,1,2020-10-06,5,E09000030,E01004280,Pedestrian,4,2020_Q4
2020010272296,1,1,2020,010272296,-0.140848,51.549676,3,1,2020-10-06,2,E09000007,E01000921,Cyclist,4,2020_Q4
2020010272202,1,1,2020,010272202,-0.215639,51.556944,3,1,2020-10-06,28,E09000005,E01000556,Cyclist,4,2020_Q4
2020010272233,1,0,2020,010272233,-0.357187,51.470803,3,1,2020-10-06,25,E09000018,E01002642,Pedestrian,4,2020_Q4
2020010272242,2,1,2020,010272242,-0.329484,51.46766,3,1,2020-10-06,25,E09000018,E01002668,Cyclist,4,2020_Q4
2020010272251,1,0,2020,010272251,0.151933,51.45438,3,1,2020-10-06,18,E09000004,E01000362,Pedestrian,4,2020_Q4
2020010272261,1,1,2020,010272261,-0.117388,51.543916,3,1,2020-10-06,3,E09000019,E01002712,Cyclist,4,2020_Q4
2020010272284,1,0,2020,010272284,-0.100783,51.494521,3,1,2020-10-06,8,E09000028,E01003933,Pedestrian,4,2020_Q4
2020010272286,2,1,2020,010272286,-0.130565,51.464829,2,1,2020-10-06,9,E09000022,E01003090,Cyclist,4,2020_Q4
2020010272291,2,1,2020,010272291,-0.125093,51.415991,3,1,2020-10-06,9,E09000022,E01003141,Cyclist,4,2020_Q4
2020010272319,1,1,2020,010272319,0.011974,51.517676,3,1,2020-10-06,17,E09000025,E01003502,Cyclist,4,2020_Q4
2020010272329,2,1,2020,010272329,-0.175354,51.475651,3,1,2020-10-06,10,E09000032,E01004583,Cyclist,4,2020_Q4
2020010272373,2,1,2020,010272373,-0.076084,51.611948,3,1,2020-10-06,32,E09000010,E01032574,Cyclist,4,2020_Q4
2020010272401,1,1,2020,010272401,-0.057567,51.519505,3,1,2020-10-06,5,E09000030,E01004322,Cyclist,4,2020_Q4
2020010272419,1,1,2020,010272419,-0.102012,51.546042,2,1,2020-10-06,3,E09000019,E01002791,Cyclist,4,2020_Q4
2020010272195,1,0,2020,010272195,0.102248,51.4344,3,1,2020-10-06,18,E09000004,E01000462,Pedestrian,4,2020_Q4
2020010272151,1,0,2020,010272151,-0.216994,51.497586,3,1,2020-10-06,11,E09000013,E01001851,Pedestrian,4,2020_Q4
2020010277950,1,0,2020,010277950,-0.104417,51.564866,3,1,2020-10-06,3,E09000014,E01002002,Pedestrian,4,2020_Q4
2020010272145,2,1,2020,010272145,-0.327704,51.477364,3,1,2020-10-06,25,E09000018,E01002682,Cyclist,4,2020_Q4
2020010272134,1,0,2020,010272134,-0.046571,51.680622,1,1,2020-10-06,32,E09000010,E01001551,Pedestrian,4,2020_Q4
2020010272149,1,0,2020,010272149,-0.214531,51.562403,3,1,2020-10-06,30,E09000003,E01000141,Pedestrian,4,2020_Q4
